agx-luke,and-luke,ava-luke,dar-luke,eng-luke,lak-luke,lez-luke,rus-luke,rut-luke,tab-luke,udi-luke,kum-luke
0.5564278704612365,0.7235932872655478,0.700277520814061,0.6663346613545816,0.3774703557312253,0.6284313725490196,0.618905472636816,0.519,0.6221335992023929,0.6463054187192119,0.6045589692765114,0.5902293120638086
0.5944333996023857,0.736372646184341,0.6699900299102692,0.6627450980392157,0.388560157790927,0.674,0.591715976331361,0.546812749003984,0.6351888667992047,0.6163021868787276,0.6143856143856143,0.55
0.5839126117179742,0.7222222222222222,0.6875621890547263,0.6969092721834497,0.36724806201550386,0.671,0.5963213939980639,0.5320829220138203,0.6171039844509232,0.6211972522080471,0.6211365902293121,0.5749751737835154
0.6425073457394711,0.728515625,0.6157635467980296,0.665,0.39622641509433965,0.6511857707509882,0.5899419729206963,0.5152963671128107,0.6196498054474708,0.5854368932038835,0.602780536246276,0.5818363273453094
0.577492596248766,0.7371031746031746,0.6421471172962226,0.6788899900891973,0.3764705882352941,0.626232741617357,0.6533980582524271,0.566,0.6017964071856288,0.6195652173913043,0.5970588235294118,0.5578842315369261
0.5845864661654135,0.7212787212787213,0.6762092793682132,0.6590683845391476,0.3778664007976072,0.6511857707509882,0.6227544910179641,0.562,0.589041095890411,0.6124260355029586,0.6017964071856288,0.5914085914085914
0.5740922473012757,0.7405566600397614,0.6488625123639961,0.699502487562189,0.3722554890219561,0.6669980119284294,0.5847784200385356,0.5088757396449705,0.6215139442231076,0.6238805970149254,0.5856573705179283,0.5992023928215354
0.6133866133866134,0.7128614157527418,0.693516699410609,0.6780155642023347,0.3836163836163836,0.6420737786640079,0.6310583580613254,0.5346820809248555,0.6223091976516634,0.66,0.6278381046396841,0.5548902195608783
0.6038834951456311,0.7432567432567433,0.6673326673326674,0.6733266733266733,0.37893700787401574,0.6623505976095617,0.603,0.5316205533596838,0.6326335877862596,0.645,0.575098814229249,0.5902912621359223
0.595639246778989,0.6926108374384237,0.6929212362911267,0.649,0.3926805143422354,0.685515873015873,0.6584402764067128,0.550098231827112,0.6203155818540433,0.6425024826216484,0.6229187071498531,0.5547808764940239
0.6003996003996004,0.7159880834160874,0.6736111111111112,0.6756487025948104,0.37732160312805474,0.628,0.6437125748502994,0.5520317145688801,0.6283448959365708,0.607707509881423,0.6101364522417154,0.5942173479561316
0.5321463897131553,0.7569721115537849,0.6805970149253732,0.6840039254170756,0.37649402390438247,0.6398809523809523,0.6116600790513834,0.5547877591312932,0.600990099009901,0.624750499001996,0.5718446601941748,0.5779543197616683
0.6084860173577628,0.696039603960396,0.6630648330058939,0.6643356643356644,0.37561455260570303,0.6906187624750499,0.6101860920666013,0.5875486381322957,0.5955383123181377,0.5896927651139743,0.5978152929493545,0.5396825396825397
0.6019900497512438,0.7058242843040474,0.679920477137177,0.6732673267326733,0.3724137931034483,0.6505324298160697,0.6434262948207171,0.5154536390827518,0.6235059760956175,0.6603396603396603,0.638423645320197,0.5666003976143141
0.5554465161923454,0.7215064420218038,0.6591133004926109,0.6713286713286714,0.3572129538763494,0.623696682464455,0.5822660098522168,0.5260570304818093,0.6192748091603053,0.6369047619047619,0.615,0.5398406374501992
0.6,0.7594810379241517,0.6650148662041625,0.683,0.37362637362637363,0.6805143422354105,0.5994094488188977,0.5243342516069789,0.5869565217391305,0.6303270564915758,0.6183816183816184,0.5903257650542941
0.5772681954137587,0.7637088733798604,0.6663405088062623,0.6923076923076923,0.4027777777777778,0.6630541871921182,0.6360917248255235,0.498015873015873,0.6179104477611941,0.638030888030888,0.5936883629191322,0.5544455544455544
0.6067527308838133,0.749003984063745,0.6935323383084577,0.6593843098311817,0.3619329388560158,0.646829268292683,0.6116600790513834,0.5474806201550387,0.6147704590818364,0.6377097729516288,0.5994005994005994,0.5882936507936508
0.602970297029703,0.6814159292035398,0.6533864541832669,0.6809571286141576,0.41575274177467597,0.6699123661148978,0.6127110228401191,0.5387634936211972,0.5640273704789834,0.6359126984126984,0.585,0.6141575274177468
0.5890547263681593,0.7475049900199601,0.6563745019920318,0.6986027944111777,0.38747553816046965,0.6543824701195219,0.6353646353646354,0.5359168241965974,0.5545893719806764,0.6101190476190477,0.601980198019802,0.5765503875968992
0.573,0.7209072978303748,0.6626746506986028,0.6603585657370518,0.3890518084066471,0.6656686626746507,0.6283185840707964,0.526,0.6165338645418327,0.6346534653465347,0.6388059701492538,0.565
0.5681818181818182,0.7138613861386138,0.6693227091633466,0.6676499508357916,0.3827977315689981,0.6514851485148515,0.6477045908183633,0.5829195630585898,0.5930348258706468,0.6382153249272551,0.6232604373757455,0.5915768854064642
0.5950248756218905,0.7181008902077152,0.6457711442786069,0.650398406374502,0.36863136863136864,0.6985074626865672,0.6413586413586414,0.5538005923000987,0.6342913776015857,0.6465346534653466,0.6227544910179641,0.5822532402791625
0.5783730158730159,0.7140039447731755,0.6965174129353234,0.6723276723276723,0.39624505928853754,0.5915768854064642,0.6264822134387352,0.5346820809248555,0.6280909990108803,0.6392467789890981,0.5980582524271845,0.578
0.5766932270916335,0.6859421734795613,0.6752988047808764,0.6692836113837095,0.376984126984127,0.6852589641434262,0.5802348336594912,0.5436507936507936,0.6151545363908275,0.619,0.5877106045589693,0.6117179741807348
0.61,0.7147117296222664,0.66402378592666,0.6600397614314115,0.3543928923988154,0.6626984126984127,0.586,0.5697560975609756,0.647410358565737,0.5990049751243781,0.5715705765407555,0.5564127290260367
0.581,0.7271825396825397,0.6759720837487537,0.67098703888335,0.39742319127849357,0.6696606786427146,0.6173826173826173,0.5222112537018756,0.5811881188118811,0.6544554455445545,0.5744047619047619,0.5561904761904762
0.5554445554445554,0.7105788423153693,0.6663346613545816,0.6836327345309381,0.38095238095238093,0.6402378592666006,0.6258570029382958,0.5317693059628543,0.6391650099403579,0.6230314960629921,0.5705882352941176,0.6086956521739131
0.6053946053946054,0.7427716849451645,0.6636726546906188,0.6699604743083004,0.398406374501992,0.6393606393606394,0.6232604373757455,0.5227492739593417,0.6119402985074627,0.6411012782694199,0.6049504950495049,0.6033797216699801
0.5891625615763547,0.7581441263573544,0.6210629921259843,0.6576846307385229,0.37893700787401574,0.6433566433566433,0.5988200589970502,0.5386875612144956,0.647175421209118,0.6551383399209486,0.5994005994005994,0.6009803921568627
0.6248775710088149,0.75,0.6577645895153313,0.7168494516450648,0.3786692759295499,0.6729435084241824,0.6103896103896104,0.5569871159563925,0.62320230105465,0.6444223107569721,0.6101190476190477,0.5647410358565738
0.5853899308983218,0.7477832512315271,0.6726190476190477,0.6679920477137177,0.37561942517343905,0.6630218687872763,0.6570576540755467,0.5431119920713577,0.6361867704280155,0.6162215628090999,0.6223300970873786,0.580259222333001
0.5684523809523809,0.7458128078817734,0.6588235294117647,0.655,0.40936254980079684,0.6543456543456544,0.668,0.5624375624375625,0.5708582834331337,0.624,0.6199004975124378,0.580259222333001
0.6133200795228628,0.7648780487804878,0.694,0.6918489065606361,0.3711442786069652,0.6067527308838133,0.6456921587608906,0.5622641509433962,0.650398406374502,0.628,0.597029702970297,0.5834990059642147
0.596039603960396,0.7209533267130089,0.6729435084241824,0.6769690927218345,0.3853564547206166,0.6503496503496503,0.614314115308151,0.5638506876227898,0.6233766233766234,0.6211671612265084,0.5992063492063492,0.5926660059464817
0.6043956043956044,0.7233626588465298,0.6573705179282868,0.7034825870646766,0.3722772277227723,0.6768172888015717,0.5978043912175649,0.558,0.6327345309381237,0.6365422396856582,0.6099903938520653,0.6003976143141153
0.6115537848605578,0.6976284584980237,0.6538839724680433,0.6543456543456544,0.36462450592885376,0.6541501976284585,0.6380670611439843,0.5459081836327345,0.6333002973240832,0.6427289048473968,0.6051080550098232,0.5542406311637081
0.6074950690335306,0.7247524752475247,0.6666666666666666,0.6554455445544555,0.3724137931034483,0.6573426573426573,0.6222664015904572,0.527147087857848,0.6333666333666333,0.6622264509990485,0.6053946053946054,0.5573280159521435
0.563,0.7293307086614174,0.6593843098311817,0.658051689860835,0.37635467980295567,0.6434955312810328,0.6357354392892399,0.5438247011952191,0.6011964107676969,0.6238894373149062,0.592,0.549
0.6061507936507936,0.7337986041874377,0.6520438683948155,0.6755424063116371,0.3612204724409449,0.6820809248554913,0.6147704590818364,0.5413758723828515,0.6159921026653504,0.6266009852216748,0.6327345309381237,0.5956175298804781
0.5791543756145526,0.7339901477832512,0.645193260654113,0.640625,0.3812316715542522,0.6477611940298508,0.6233894945490585,0.5344827586206896,0.6112759643916914,0.6246362754607178,0.6101694915254238,0.5400593471810089
0.5764235764235764,0.757,0.6501486620416254,0.7232767232767233,0.38431752178121975,0.6434184675834971,0.6352824578790882,0.5592885375494071,0.621301775147929,0.5786350148367952,0.5988083416087389,0.5687250996015937
0.5938430983118173,0.7204301075268817,0.6346534653465347,0.6536203522504892,0.380765456329735,0.6597428288822947,0.6326129666011788,0.48315688161693937,0.5630585898709036,0.6531620553359684,0.5937193326790972,0.5658682634730539
0.5947006869479883,0.7305801376597837,0.6597428288822947,0.6594488188976378,0.37636544190665344,0.6368159203980099,0.6181102362204725,0.5409219190968956,0.5923000987166831,0.6434262948207171,0.5936254980079682,0.5695952615992103
0.5854870775347912,0.701,0.6477611940298508,0.6536585365853659,0.35984095427435386,0.6135458167330677,0.6184857423795477,0.5332681017612525,0.6098039215686275,0.626,0.6081871345029239,0.6191425722831505
0.5804878048780487,0.7443012884043607,0.6841584158415842,0.6640701071080818,0.37659783677482794,0.6861966236345581,0.6282306163021869,0.5467196819085487,0.614314115308151,0.6096361848574238,0.573134328358209,0.5848126232741617
0.5778443113772455,0.7336633663366336,0.6606965174129353,0.6897233201581028,0.408955223880597,0.6796407185628742,0.6075322101090188,0.5485436893203883,0.6067864271457086,0.6633466135458167,0.621832358674464,0.5400593471810089
0.6193806193806194,0.728,0.6808300395256917,0.7201195219123506,0.38571428571428573,0.6206554121151936,0.6090297790585975,0.5699029126213592,0.605759682224429,0.6312684365781711,0.604,0.5457227138643068
0.598,0.7362637362637363,0.6039603960396039,0.6699801192842942,0.3847675568743818,0.6375586854460094,0.5773809523809523,0.5541586073500967,0.6175889328063241,0.606508875739645,0.575,0.565
