agx-folk,ava-folk,kum-folk,rut-folk,dar-folk,tab-folk,lak-folk,lez-folk,nog-folk,tkr-folk,tat-folk,rus-folk,arch-folk,khv-folk
0.594059405940594,0.6926877470355731,0.6292682926829268,0.6298507462686567,0.704,0.6845771144278607,0.6384462151394422,0.6339285714285714,0.610337972166998,0.5964035964035964,0.5682951146560319,0.6257425742574257,0.6835820895522388,0.6376101860920667
0.6343656343656343,0.6913086913086913,0.6364541832669323,0.6235059760956175,0.7066402378592666,0.6943056943056943,0.632,0.5976095617529881,0.6107784431137725,0.6205179282868526,0.5633663366336633,0.6271018793273986,0.6620139581256231,0.6323092170465807
0.6179104477611941,0.7159880834160874,0.6107784431137725,0.650542941757157,0.6991062562065541,0.66600790513834,0.6163021868787276,0.6229022704837117,0.629,0.6271186440677966,0.5603960396039604,0.6159203980099502,0.6825396825396826,0.6488095238095238
0.6,0.713,0.617148554336989,0.5860373647984267,0.7209533267130089,0.6769690927218345,0.6521308225966304,0.6398809523809523,0.6077844311377245,0.6113320079522863,0.5632411067193676,0.6636904761904762,0.663681592039801,0.6445544554455446
0.6305418719211823,0.717974180734856,0.6271018793273986,0.6083916083916084,0.7045009784735812,0.7035928143712575,0.6104536489151874,0.6213786213786214,0.6113320079522863,0.6110562685093781,0.5705824284304047,0.625,0.6613545816733067,0.6676557863501483
0.6510468594217348,0.7175421209117938,0.6378109452736318,0.5966135458167331,0.7260956175298805,0.705242334322453,0.6330365974282888,0.6533466533466533,0.6361829025844931,0.6769690927218345,0.586,0.6261216350947159,0.6610505450941526,0.6417165668662674
0.6093906093906094,0.706286836935167,0.6023976023976024,0.6073926073926074,0.7074626865671642,0.6640079760717846,0.6241276171485544,0.6281156530408774,0.6117764471057884,0.648406374501992,0.5299901671583087,0.6410767696909272,0.688,0.5794205794205795
0.5918570009930486,0.7117296222664016,0.6307385229540918,0.6075697211155379,0.7242063492063492,0.6603960396039604,0.6232604373757455,0.6385302879841113,0.6037735849056604,0.591937069813176,0.5705882352941176,0.634,0.6739345887016849,0.6405940594059406
0.618,0.7092907092907093,0.609950248756219,0.5984555984555985,0.7229394240317776,0.696,0.6224188790560472,0.630665380906461,0.5877712031558185,0.5868917576961271,0.5448275862068965,0.6388888888888888,0.6616766467065869,0.663681592039801
0.6384462151394422,0.703155818540434,0.6516966067864272,0.6075697211155379,0.7090367428003972,0.696,0.638085742771685,0.631,0.6218905472636815,0.6297405189620758,0.5556660039761432,0.6207584830339321,0.6583665338645418,0.6377245508982036
0.6348258706467662,0.7211155378486056,0.6294466403162056,0.6127744510978044,0.7124378109452736,0.7151394422310757,0.6393606393606394,0.6268656716417911,0.6025515210991168,0.634097706879362,0.5482587064676617,0.6494538232373386,0.6298507462686567,0.6603585657370518
0.6208955223880597,0.6925373134328359,0.6357285429141717,0.6343656343656343,0.7375249500998003,0.6762948207171314,0.6077844311377245,0.6057030481809242,0.6003996003996004,0.6163836163836164,0.5141187925998053,0.6520874751491054,0.6493506493506493,0.6487562189054726
0.6415279138099902,0.6999012833168805,0.6233894945490585,0.621031746031746,0.673,0.6923076923076923,0.6237623762376238,0.6450648055832503,0.6520874751491054,0.631,0.5392254220456802,0.6321036889332003,0.6587064676616915,0.6507462686567164
0.6323676323676324,0.695049504950495,0.6122650840751731,0.664,0.7107355864811133,0.7014778325123153,0.6203796203796204,0.6386138613861386,0.5715705765407555,0.67098703888335,0.5514485514485514,0.6259920634920635,0.6686567164179105,0.6347305389221557
0.6261216350947159,0.6881827209533267,0.6447497546614328,0.6314741035856574,0.7235528942115769,0.663681592039801,0.6344621513944223,0.6772591857000994,0.5912698412698413,0.6145418326693227,0.5358565737051793,0.6281156530408774,0.6653346653346653,0.6547263681592039
0.6140177690029615,0.6504468718967229,0.627,0.6055776892430279,0.7353515625,0.6965174129353234,0.6099221789883269,0.6633663366336634,0.5812562313060817,0.6043737574552683,0.5364173228346457,0.6243854473942969,0.6636726546906188,0.6442021803766105
0.6253687315634219,0.701,0.6065411298315163,0.6097318768619663,0.7192807192807192,0.7037773359840954,0.6156901688182721,0.6479289940828402,0.635,0.6660039761431411,0.5411298315163529,0.6402737047898338,0.6683217477656405,0.638
0.6205179282868526,0.7062314540059347,0.6271018793273986,0.6077844311377245,0.70703125,0.6813186813186813,0.6271186440677966,0.6268509378084897,0.636,0.6327345309381237,0.5532338308457712,0.6253746253746254,0.6706467661691542,0.6386138613861386
0.6169154228855721,0.7006937561942518,0.6277013752455796,0.6143856143856143,0.7283582089552239,0.7271825396825397,0.651394422310757,0.612,0.6133866133866134,0.6305418719211823,0.5390702274975272,0.6292246520874751,0.660377358490566,0.6325719960278053
0.6077844311377245,0.7222777222777222,0.584247258225324,0.6127744510978044,0.6998031496062992,0.6785714285714286,0.6378968253968254,0.6470588235294118,0.5922619047619048,0.6420845624385447,0.5473579262213359,0.602589641434263,0.6650049850448654,0.6473526473526473
0.6417322834645669,0.7225548902195609,0.6076696165191741,0.6122650840751731,0.7573385518590998,0.7193675889328063,0.6209279368213229,0.5984174085064293,0.604,0.6470588235294118,0.5471698113207547,0.6261040235525025,0.6533466533466533,0.6113886113886113
0.5791044776119403,0.7269116186693148,0.6233766233766234,0.5944333996023857,0.7023809523809523,0.7039603960396039,0.6557539682539683,0.6105577689243028,0.5924075924075924,0.6023738872403561,0.5303482587064676,0.6447761194029851,0.6573705179282868,0.6532416502946955
0.590818363273453,0.7055888223552894,0.585,0.599009900990099,0.7199602780536246,0.667,0.6389713155291791,0.6093906093906094,0.613160518444666,0.6218905472636815,0.5324027916251246,0.634,0.6530408773678963,0.6547263681592039
0.6429961089494164,0.7018756169792695,0.6185770750988142,0.5944333996023857,0.7152641878669276,0.6926147704590818,0.6191425722831505,0.6271186440677966,0.595639246778989,0.6127744510978044,0.49800399201596807,0.6360917248255235,0.6626865671641791,0.6073147256977863
0.5867850098619329,0.6963036963036963,0.5986124876114965,0.6162109375,0.704183266932271,0.6981132075471698,0.5992023928215354,0.623015873015873,0.585,0.6109452736318408,0.5323383084577115,0.6453831041257367,0.6493506493506493,0.6483516483516484
0.5719960278053625,0.6978131212723658,0.6187624750499002,0.6101694915254238,0.6689386562804285,0.6983016983016983,0.6293706293706294,0.6067864271457086,0.611,0.6358208955223881,0.5212660731948566,0.6477495107632094,0.6872509960159362,0.6504381694255112
0.6081754735792622,0.6739562624254473,0.6108910891089109,0.5944333996023857,0.6987366375121478,0.7081673306772909,0.634097706879362,0.6523476523476524,0.6248775710088149,0.6437007874015748,0.5313432835820896,0.6468842729970327,0.6653346653346653,0.6633466135458167
0.6443349753694582,0.7074626865671642,0.6237524950099801,0.6169154228855721,0.6818632309217046,0.6889332003988036,0.6087824351297405,0.6475170399221032,0.5936254980079682,0.5904572564612326,0.5442786069651742,0.5982318271119843,0.6739780658025922,0.655
0.6213786213786214,0.7032967032967034,0.6237524950099801,0.648,0.7492537313432835,0.7062314540059347,0.6135458167330677,0.6567460317460317,0.559322033898305,0.591044776119403,0.572139303482587,0.6620139581256231,0.6630218687872763,0.6294820717131474
0.5892323030907278,0.7282717282717283,0.6213786213786214,0.6435643564356436,0.7401185770750988,0.7120158887785502,0.6277227722772277,0.6243756243756243,0.5860696517412936,0.6630434782608695,0.5188492063492064,0.6554121151936445,0.6554455445544555,0.6653346653346653
0.6564356435643565,0.6861966236345581,0.6073194856577646,0.6281156530408774,0.7235528942115769,0.7293307086614174,0.642292490118577,0.6564051638530288,0.6603396603396603,0.6495049504950495,0.5219123505976095,0.6063936063936064,0.6433566433566433,0.6653346653346653
0.6021717670286278,0.7314172447968286,0.6253521126760564,0.6413586413586414,0.7066276803118908,0.6696252465483234,0.6001994017946162,0.6251236399604352,0.594,0.6527777777777778,0.563,0.6349206349206349,0.6613386613386614,0.6420737786640079
0.6245019920318725,0.6830708661417323,0.6253746253746254,0.6071428571428571,0.720558882235529,0.6879361914257228,0.6428571428571429,0.6301096709870389,0.5968379446640316,0.614314115308151,0.541871921182266,0.633,0.6401590457256461,0.6643495531281033
0.6092066601371204,0.7042532146389713,0.6388059701492538,0.6477611940298508,0.7048371174728529,0.6822244289970208,0.6325719960278053,0.6437810945273632,0.6105577689243028,0.6660039761431411,0.5433070866141733,0.6285714285714286,0.6606786427145709,0.6355511420059583
