agx-folk,ava-folk,kum-folk,rut-folk,dar-folk,tab-folk,lak-folk,lez-folk,nog-folk,tkr-folk,tat-folk,rus-folk,arch-folk,khv-folk
0.6311713455953534,0.704,0.6362754607177498,0.6437125748502994,0.6906820365033621,0.6952662721893491,0.6324701195219123,0.6299603174603174,0.6127744510978044,0.688,0.5252725470763132,0.6303696303696303,0.6923828125,0.6692913385826772
0.646,0.6866995073891625,0.5972083748753739,0.602970297029703,0.687,0.6788537549407114,0.6563745019920318,0.6130952380952381,0.6487025948103793,0.6073558648111332,0.5344655344655345,0.6221335992023929,0.67098703888335,0.6393606393606394
0.6073926073926074,0.7235528942115769,0.6107784431137725,0.6298507462686567,0.759167492566898,0.6898608349900597,0.6237524950099801,0.6534260178748759,0.6383616383616384,0.6303270564915758,0.5431976166832175,0.6211365902293121,0.650887573964497,0.6420118343195266
0.6604330708661418,0.694059405940594,0.6480558325024925,0.62,0.6779661016949152,0.6693306693306693,0.6254980079681275,0.6195652173913043,0.6301096709870389,0.6643564356435644,0.5647873392680515,0.6533864541832669,0.663681592039801,0.6127110228401191
0.6146245059288538,0.6636726546906188,0.6461232604373758,0.6055776892430279,0.717,0.7068793619142573,0.6257425742574257,0.6314741035856574,0.6218905472636815,0.6450648055832503,0.5474525474525475,0.6331006979062812,0.6719367588932806,0.6475247524752475
0.599,0.739,0.6384462151394422,0.6095617529880478,0.7198404785643071,0.7166998011928429,0.6342913776015857,0.6366336633663366,0.5830845771144278,0.5814185814185814,0.5474525474525475,0.630859375,0.657,0.6323092170465807
0.6057884231536926,0.69,0.6057884231536926,0.608780487804878,0.688800792864222,0.687624750499002,0.6274703557312253,0.634,0.5952848722986247,0.624,0.5138888888888888,0.6077844311377245,0.6726546906187625,0.650542941757157
0.6264705882352941,0.6746506986027944,0.6087824351297405,0.5970149253731343,0.7189672293942403,0.6692913385826772,0.5998003992015968,0.6453546453546454,0.6127110228401191,0.6050830889540567,0.5725646123260437,0.6399604352126608,0.649402390438247,0.654037886340977
0.5892323030907278,0.7043650793650794,0.6159203980099502,0.6307385229540918,0.7236328125,0.7123152709359606,0.6351888667992047,0.6045816733067729,0.617296222664016,0.6570289132602194,0.5399201596806387,0.6181455633100698,0.6693306693306693,0.621
0.6417165668662674,0.7002997002997003,0.6203522504892368,0.6057884231536926,0.7022977022977023,0.7148554336989033,0.6233766233766234,0.6163836163836164,0.6043956043956044,0.6253746253746254,0.5330700888450148,0.6084452975047985,0.6633466135458167,0.6478174603174603
