agx-folk,ava-folk,kum-folk,rut-folk,dar-folk,tab-folk,lak-folk,lez-folk,nog-folk,tkr-folk,tat-folk,rus-folk,arch-folk,khv-folk
0.5849056603773585,0.6696428571428571,0.6183816183816184,0.6370887337986042,0.6935323383084577,0.6888667992047713,0.6175298804780877,0.6153846153846154,0.6025641025641025,0.6483516483516484,0.5547808764940239,0.6396484375,0.6656686626746507,0.6617502458210422
0.6420845624385447,0.7033730158730159,0.614,0.648,0.7202797202797203,0.6544554455445545,0.6400797607178464,0.6062378167641326,0.6135458167330677,0.6370887337986042,0.523,0.6341948310139165,0.6746506986027944,0.5846613545816733
0.625,0.7209533267130089,0.6220238095238095,0.6420845624385447,0.6759720837487537,0.687,0.6328358208955224,0.5948103792415169,0.5707171314741036,0.6205179282868526,0.5673267326732673,0.6330365974282888,0.650398406374502,0.6127744510978044
0.6620553359683794,0.7094861660079052,0.616,0.6113320079522863,0.7394296951819076,0.713,0.626232741617357,0.639,0.599406528189911,0.6769690927218345,0.5678642714570858,0.6228855721393035,0.6487025948103793,0.6377245508982036
0.6105675146771037,0.718,0.643,0.6111111111111112,0.718351324828263,0.666,0.6273538156590683,0.663,0.6101694915254238,0.6525172754195459,0.5632411067193676,0.6415094339622641,0.6483516483516484,0.6248756218905472
0.592814371257485,0.7042957042957043,0.6388888888888888,0.6404382470119522,0.709741550695825,0.6955223880597015,0.6063303659742829,0.631,0.6073558648111332,0.6205179282868526,0.5402750491159135,0.6240079365079365,0.6752730883813307,0.649402390438247
0.625615763546798,0.6739562624254473,0.6181998021760633,0.5932872655478776,0.718407960199005,0.7092907092907093,0.6327345309381237,0.638,0.5604395604395604,0.6023976023976024,0.551142005958292,0.6289370078740157,0.6613545816733067,0.645895153313551
0.585,0.7164179104477612,0.6297029702970297,0.6474045053868757,0.7064676616915423,0.704,0.667644183773216,0.6470588235294118,0.652,0.6157684630738522,0.535819430814524,0.6196623634558094,0.6732477788746298,0.6561264822134387
0.6421471172962226,0.7103174603174603,0.6217564870259481,0.6157587548638133,0.7201195219123506,0.6653346653346653,0.5964035964035964,0.5829195630585898,0.6063618290258449,0.634765625,0.5396039603960396,0.6195219123505976,0.68,0.653
0.6456310679611651,0.7089108910891089,0.6231306081754736,0.6347305389221557,0.7315369261477046,0.6883116883116883,0.6107249255213505,0.6231306081754736,0.6173826173826173,0.654037886340977,0.5506958250497018,0.6177644710578842,0.6978131212723658,0.648568608094768
0.6258706467661691,0.7280876494023905,0.6534260178748759,0.6130306021717671,0.7052947052947053,0.6969092721834497,0.5881188118811881,0.6146971201588878,0.5859683794466403,0.643141153081511,0.5428296438883542,0.6118811881188119,0.6478733926805144,0.6444223107569721
0.6319444444444444,0.731610337972167,0.6179104477611941,0.6065737051792829,0.7292490118577075,0.6646884272997032,0.6238805970149254,0.621272365805169,0.6242544731610338,0.6497005988023952,0.5660749506903353,0.6299212598425197,0.6544190665342602,0.6578171091445427
0.5834990059642147,0.6967294350842418,0.6222879684418146,0.599603567888999,0.6847290640394089,0.6676646706586826,0.6183816183816184,0.6304558680892337,0.574199806013579,0.6253716551040635,0.5379310344827586,0.6311066799601196,0.6533864541832669,0.6490528414755733
0.5868263473053892,0.7192460317460317,0.5970149253731343,0.6102868447082097,0.7135777998017839,0.701195219123506,0.6101694915254238,0.6374501992031872,0.5952143569292123,0.6553446553446554,0.5471512770137524,0.6387225548902196,0.6339285714285714,0.6205179282868526
0.626,0.6823176823176823,0.6510934393638171,0.6061507936507936,0.7337986041874377,0.6676528599605522,0.647,0.6299603174603174,0.6157684630738522,0.612,0.5566600397614314,0.6433566433566433,0.6590229312063809,0.6320474777448071
0.6275659824046921,0.7016520894071915,0.5994005994005994,0.602,0.711,0.6968503937007874,0.6013986013986014,0.6333666333666333,0.6181455633100698,0.6726546906187625,0.5402985074626866,0.611984282907662,0.656,0.6753246753246753
0.6279761904761905,0.6816367265469062,0.6251236399604352,0.5984015984015985,0.724,0.6547972304648862,0.6137724550898204,0.6347482724580454,0.584,0.6141575274177468,0.563,0.6300692383778437,0.6610505450941526,0.6023976023976024
